0.5,0.325060946,0.11062775,0.0703113037
0.335408917,0.0501607224,0.139213232,0.152034962
0.797606592,0.325067061,0.220138064,0.258401467
0.547009772,0.15132075,0.173118087,0.228570934
0.999362378,0.0202713706,0.257236143,0.727854865
0.5,0.14035479,0.173155293,0.192489917
0.332207496,0.137490143,0.103146063,0.09757129
0.325490236,0.15458651,0.100751458,0.0761522683
0.1,0.0203224146,0.0337296168,0.0519479686
0.75,0.309808394,0.361963318,0.0842282881
0.3,0.0046534098,0.138716991,0.1626296
0.882733751,0.0208909263,0.416314207,0.451528617
0.3,0.115918289,0.0100992169,0.179982495
0.5,0.177900216,0.199905814,0.12819397
0.124778219,0.0898527018,0.0106432289,0.0302822885
0.852227235,0.185877423,0.336311869,0.336037943
0.379806718,0.189904281,0.0476568879,0.148245549
0.3,0.0269866189,0.123687925,0.155325456
0.5,0.243933313,0.0601068723,0.201959814
0.1,0.0176573353,0.0397091297,0.048633535
0.0809821603,0.0245199557,0.0201536312,0.0423085733
0.05,0.00937912735,0.00628418812,0.0403366845
0.0265302194,0.00904107712,0.0064849234,0.0141878452
0.1,0.0314216388,0.0440272436,0.0305511176
0.463338875,0.103783983,0.210813958,0.154740933
0.155184466,0.027714974,0.0300901093,0.103379382
0.05,0.0105103677,0.019423479,0.0260661533
0.448391761,0.158701062,0.0751470762,0.220543623
0.444200094,0.149374917,0.202715601,0.0981095764
0.231269719,0.0620708296,0.114261413,0.0609374765
0.302828583,0.0968775725,0.0985286694,0.113422341
0.138925057,0.0226574433,0.0557160543,0.0665515597
0.2,0.0160279072,0.0734674404,0.116504652
0.590399148,0.432368639,0.0594580123,0.104572497
0.602300136,0.150685487,0.201373389,0.256241259
0.5,0.166837512,0.149894279,0.189268209
0.290628016,0.0459971029,0.164033172,0.0865977412
0.0748773578,0.000941275603,0.0440189668,0.0359171153
1,0.304554821,0.404934519,0.296510659
0.86905189,0.531629038,0.296016812,0.0474060394
0.633725882,0.16930051,0.183540902,0.28688447
0.1,0.0534438019,0.0340248543,0.0185313439
0.387746332,0.192176652,0.183798323,0.0177713572
0.474348812,0.153817913,0.158840398,0.1676905
0.0844758655,0.0261521268,0.000952976793,0.063370762
0.440529117,0.274383958,0.0574223765,0.114722782
0.343439936,0.185442161,0.110634889,0.0533628864
0.2,0.0265566369,0.129992866,0.0494504969
0.4,0.161389612,0.125209516,0.119400872
0.05,0.0237956141,0.0186752428,0.013529143
0.82044909,0.0442520024,0.136397596,0.645799491
0.940547397,0.43172652,0.48241779,0.0324030875
0.682388759,0.365566605,0.303126787,0.0196953677
0.80095173,0.215038635,0.238332062,0.353581034
0.05,0.0146661021,0.0183147202,0.0230191777
0,0,0,0
0.2,0.0249397116,0.0939857408,0.0870745476
0.2,0.0742491169,0.0360919455,0.0956589376
0.4,0.190359356,0.20961712,0.00602352332
0.335077214,0.00418011331,0.0793691493,0.257527951
1,0.13848636,0.155729577,0.711784062
0.0224358959,0.0012538177,0.0127216933,0.0111526924
0.2,0.00129029023,0.0981278422,0.106581868
0.75,0.119932288,0.0190067608,0.617060951
0.75,0.177946462,0.208579465,0.369474074
0.0246067212,0.00369328238,0.00839778154,0.0154684638
0.895008614,0.205943082,0.235554901,0.45951063
0.240212739,0.0922543604,0.0100805557,0.143877823
0.0713687097,0.0207105523,0.0332886624,0.023369495
0,0,0,0
0.012838545,0.00485887679,0.00339682173,0.00612347191
0.583263858,0.096836614,0.319847579,0.172579664
0,0,0,0
0.05,0.00645245147,0.0327151444,0.0168324041
0.885400759,0.0936753007,0.488537475,0.309187983
0.619668513,0.253401751,0.250383306,0.121883456
0.628967986,0.232986793,0.257073342,0.14490785
0.350598692,0.0431553464,0.0396538651,0.273789481
0.05,0.00653999225,0.0178972817,0.031562726
0.631802051,0.271929746,0.25160576,0.114266544
0.450697346,0.109483803,0.059126301,0.288087242
0.389199942,0.126524591,0.1840862,0.0845891519
0.0749814323,0.0371076661,0.00483056739,0.0390431987
0.5,0.223970372,0.196173752,0.0858558757
0.644011107,0.14117813,0.273937729,0.234895248
0,0,0,0
0.648816227,0.251674833,0.268642847,0.134498547
0.0321047032,0.012858274,0.00761015842,0.0154888352
0.285018324,0.0372624604,0.0855867831,0.16816908
0.00479722521,0.00382644542,0.00087768721,0.000668759613
0.324896559,0.155456248,0.0767391198,0.0987011909
0.232396628,0.0680385269,0.0852932584,0.0850648432
0.354688932,0.0296392212,0.175232794,0.155816917
0.411797621,0.101556917,0.165920098,0.150320606
0.5,0.0558096171,0.197268007,0.252922376
0.3,0.000225887638,0.139934828,0.165839284
0.351555731,0.104001348,0.112581441,0.140972942
1,0.338303065,0.0798408457,0.587856089
0.0462913623,0.019780584,0.0192245699,0.0128411719
